# Starting date:             2015-05-16 18:11:04
# Cluster job name:          universality
# Cluster job ID:            7369734
# Cluster node:              hnode21
# Cluster queue:             mpi.q
# GOAL command:              universal -m piterman -eq -ro
# Input data:                goal.tar.gz
# Memory limit (Java heap):  2G
# Timeout (CPU time):        No timeout
id,universal,dt,da,file
8321,Y,2.6,0.4,s15_t2.6_a0.4_021.gff
8322,Y,2.6,0.4,s15_t2.6_a0.4_022.gff
8323,Y,2.6,0.4,s15_t2.6_a0.4_023.gff
8324,Y,2.6,0.4,s15_t2.6_a0.4_024.gff
8325,Y,2.6,0.4,s15_t2.6_a0.4_025.gff
8326,Y,2.6,0.4,s15_t2.6_a0.4_026.gff
8327,Y,2.6,0.4,s15_t2.6_a0.4_027.gff
8328,Y,2.6,0.4,s15_t2.6_a0.4_028.gff
8329,Y,2.6,0.4,s15_t2.6_a0.4_029.gff
8330,Y,2.6,0.4,s15_t2.6_a0.4_030.gff
8331,Y,2.6,0.4,s15_t2.6_a0.4_031.gff
8332,Y,2.6,0.4,s15_t2.6_a0.4_032.gff
8333,Y,2.6,0.4,s15_t2.6_a0.4_033.gff
8334,Y,2.6,0.4,s15_t2.6_a0.4_034.gff
8335,Y,2.6,0.4,s15_t2.6_a0.4_035.gff
8336,Y,2.6,0.4,s15_t2.6_a0.4_036.gff
8337,Y,2.6,0.4,s15_t2.6_a0.4_037.gff
8338,Y,2.6,0.4,s15_t2.6_a0.4_038.gff
8339,Y,2.6,0.4,s15_t2.6_a0.4_039.gff
8340,Y,2.6,0.4,s15_t2.6_a0.4_040.gff
8341,N,2.6,0.4,s15_t2.6_a0.4_041.gff
8342,Y,2.6,0.4,s15_t2.6_a0.4_042.gff
8343,Y,2.6,0.4,s15_t2.6_a0.4_043.gff
8344,Y,2.6,0.4,s15_t2.6_a0.4_044.gff
8345,Y,2.6,0.4,s15_t2.6_a0.4_045.gff
8346,Y,2.6,0.4,s15_t2.6_a0.4_046.gff
8347,Y,2.6,0.4,s15_t2.6_a0.4_047.gff
8348,Y,2.6,0.4,s15_t2.6_a0.4_048.gff
8349,Y,2.6,0.4,s15_t2.6_a0.4_049.gff
8350,Y,2.6,0.4,s15_t2.6_a0.4_050.gff
8351,Y,2.6,0.4,s15_t2.6_a0.4_051.gff
8352,Y,2.6,0.4,s15_t2.6_a0.4_052.gff
8353,Y,2.6,0.4,s15_t2.6_a0.4_053.gff
8354,Y,2.6,0.4,s15_t2.6_a0.4_054.gff
8355,N,2.6,0.4,s15_t2.6_a0.4_055.gff
8356,Y,2.6,0.4,s15_t2.6_a0.4_056.gff
8357,Y,2.6,0.4,s15_t2.6_a0.4_057.gff
8358,Y,2.6,0.4,s15_t2.6_a0.4_058.gff
8359,Y,2.6,0.4,s15_t2.6_a0.4_059.gff
8360,Y,2.6,0.4,s15_t2.6_a0.4_060.gff
8361,Y,2.6,0.4,s15_t2.6_a0.4_061.gff
8362,Y,2.6,0.4,s15_t2.6_a0.4_062.gff
8363,Y,2.6,0.4,s15_t2.6_a0.4_063.gff
8364,Y,2.6,0.4,s15_t2.6_a0.4_064.gff
8365,Y,2.6,0.4,s15_t2.6_a0.4_065.gff
8366,Y,2.6,0.4,s15_t2.6_a0.4_066.gff
8367,Y,2.6,0.4,s15_t2.6_a0.4_067.gff
8368,Y,2.6,0.4,s15_t2.6_a0.4_068.gff
8369,Y,2.6,0.4,s15_t2.6_a0.4_069.gff
8370,Y,2.6,0.4,s15_t2.6_a0.4_070.gff
8371,Y,2.6,0.4,s15_t2.6_a0.4_071.gff
8372,Y,2.6,0.4,s15_t2.6_a0.4_072.gff
8373,Y,2.6,0.4,s15_t2.6_a0.4_073.gff
8374,Y,2.6,0.4,s15_t2.6_a0.4_074.gff
8375,Y,2.6,0.4,s15_t2.6_a0.4_075.gff
8376,Y,2.6,0.4,s15_t2.6_a0.4_076.gff
8377,Y,2.6,0.4,s15_t2.6_a0.4_077.gff
8378,Y,2.6,0.4,s15_t2.6_a0.4_078.gff
8379,Y,2.6,0.4,s15_t2.6_a0.4_079.gff
8380,Y,2.6,0.4,s15_t2.6_a0.4_080.gff
8381,Y,2.6,0.4,s15_t2.6_a0.4_081.gff
8382,Y,2.6,0.4,s15_t2.6_a0.4_082.gff
8383,Y,2.6,0.4,s15_t2.6_a0.4_083.gff
8384,Y,2.6,0.4,s15_t2.6_a0.4_084.gff
8385,Y,2.6,0.4,s15_t2.6_a0.4_085.gff
8386,Y,2.6,0.4,s15_t2.6_a0.4_086.gff
8387,Y,2.6,0.4,s15_t2.6_a0.4_087.gff
8388,Y,2.6,0.4,s15_t2.6_a0.4_088.gff
8389,Y,2.6,0.4,s15_t2.6_a0.4_089.gff
8390,Y,2.6,0.4,s15_t2.6_a0.4_090.gff
8391,Y,2.6,0.4,s15_t2.6_a0.4_091.gff
8392,Y,2.6,0.4,s15_t2.6_a0.4_092.gff
8393,Y,2.6,0.4,s15_t2.6_a0.4_093.gff
8394,Y,2.6,0.4,s15_t2.6_a0.4_094.gff
8395,Y,2.6,0.4,s15_t2.6_a0.4_095.gff
8396,Y,2.6,0.4,s15_t2.6_a0.4_096.gff
8397,Y,2.6,0.4,s15_t2.6_a0.4_097.gff
8398,Y,2.6,0.4,s15_t2.6_a0.4_098.gff
8399,Y,2.6,0.4,s15_t2.6_a0.4_099.gff
8400,Y,2.6,0.4,s15_t2.6_a0.4_100.gff
8401,Y,2.6,0.5,s15_t2.6_a0.5_001.gff
8402,Y,2.6,0.5,s15_t2.6_a0.5_002.gff
8403,Y,2.6,0.5,s15_t2.6_a0.5_003.gff
8404,Y,2.6,0.5,s15_t2.6_a0.5_004.gff
8405,Y,2.6,0.5,s15_t2.6_a0.5_005.gff
8406,Y,2.6,0.5,s15_t2.6_a0.5_006.gff
8407,Y,2.6,0.5,s15_t2.6_a0.5_007.gff
8408,Y,2.6,0.5,s15_t2.6_a0.5_008.gff
8409,Y,2.6,0.5,s15_t2.6_a0.5_009.gff
8410,Y,2.6,0.5,s15_t2.6_a0.5_010.gff
8411,Y,2.6,0.5,s15_t2.6_a0.5_011.gff
8412,Y,2.6,0.5,s15_t2.6_a0.5_012.gff
8413,Y,2.6,0.5,s15_t2.6_a0.5_013.gff
8414,Y,2.6,0.5,s15_t2.6_a0.5_014.gff
8415,Y,2.6,0.5,s15_t2.6_a0.5_015.gff
8416,Y,2.6,0.5,s15_t2.6_a0.5_016.gff
8417,Y,2.6,0.5,s15_t2.6_a0.5_017.gff
8418,Y,2.6,0.5,s15_t2.6_a0.5_018.gff
8419,Y,2.6,0.5,s15_t2.6_a0.5_019.gff
8420,Y,2.6,0.5,s15_t2.6_a0.5_020.gff
8421,Y,2.6,0.5,s15_t2.6_a0.5_021.gff
8422,Y,2.6,0.5,s15_t2.6_a0.5_022.gff
8423,N,2.6,0.5,s15_t2.6_a0.5_023.gff
8424,Y,2.6,0.5,s15_t2.6_a0.5_024.gff
8425,Y,2.6,0.5,s15_t2.6_a0.5_025.gff
8426,Y,2.6,0.5,s15_t2.6_a0.5_026.gff
8427,Y,2.6,0.5,s15_t2.6_a0.5_027.gff
8428,Y,2.6,0.5,s15_t2.6_a0.5_028.gff
8429,Y,2.6,0.5,s15_t2.6_a0.5_029.gff
8430,Y,2.6,0.5,s15_t2.6_a0.5_030.gff
8431,Y,2.6,0.5,s15_t2.6_a0.5_031.gff
8432,Y,2.6,0.5,s15_t2.6_a0.5_032.gff
8433,N,2.6,0.5,s15_t2.6_a0.5_033.gff
8434,N,2.6,0.5,s15_t2.6_a0.5_034.gff
8435,Y,2.6,0.5,s15_t2.6_a0.5_035.gff
8436,Y,2.6,0.5,s15_t2.6_a0.5_036.gff
8437,Y,2.6,0.5,s15_t2.6_a0.5_037.gff
8438,Y,2.6,0.5,s15_t2.6_a0.5_038.gff
8439,Y,2.6,0.5,s15_t2.6_a0.5_039.gff
8440,Y,2.6,0.5,s15_t2.6_a0.5_040.gff
8441,Y,2.6,0.5,s15_t2.6_a0.5_041.gff
8442,Y,2.6,0.5,s15_t2.6_a0.5_042.gff
8443,Y,2.6,0.5,s15_t2.6_a0.5_043.gff
8444,Y,2.6,0.5,s15_t2.6_a0.5_044.gff
8445,Y,2.6,0.5,s15_t2.6_a0.5_045.gff
8446,Y,2.6,0.5,s15_t2.6_a0.5_046.gff
8447,Y,2.6,0.5,s15_t2.6_a0.5_047.gff
8448,Y,2.6,0.5,s15_t2.6_a0.5_048.gff
8449,Y,2.6,0.5,s15_t2.6_a0.5_049.gff
8450,Y,2.6,0.5,s15_t2.6_a0.5_050.gff
8451,Y,2.6,0.5,s15_t2.6_a0.5_051.gff
8452,Y,2.6,0.5,s15_t2.6_a0.5_052.gff
8453,Y,2.6,0.5,s15_t2.6_a0.5_053.gff
8454,Y,2.6,0.5,s15_t2.6_a0.5_054.gff
8455,Y,2.6,0.5,s15_t2.6_a0.5_055.gff
8456,Y,2.6,0.5,s15_t2.6_a0.5_056.gff
8457,Y,2.6,0.5,s15_t2.6_a0.5_057.gff
8458,Y,2.6,0.5,s15_t2.6_a0.5_058.gff
8459,Y,2.6,0.5,s15_t2.6_a0.5_059.gff
8460,Y,2.6,0.5,s15_t2.6_a0.5_060.gff
8461,Y,2.6,0.5,s15_t2.6_a0.5_061.gff
8462,Y,2.6,0.5,s15_t2.6_a0.5_062.gff
8463,Y,2.6,0.5,s15_t2.6_a0.5_063.gff
8464,Y,2.6,0.5,s15_t2.6_a0.5_064.gff
8465,Y,2.6,0.5,s15_t2.6_a0.5_065.gff
8466,Y,2.6,0.5,s15_t2.6_a0.5_066.gff
8467,Y,2.6,0.5,s15_t2.6_a0.5_067.gff
8468,Y,2.6,0.5,s15_t2.6_a0.5_068.gff
8469,Y,2.6,0.5,s15_t2.6_a0.5_069.gff
8470,Y,2.6,0.5,s15_t2.6_a0.5_070.gff
8471,Y,2.6,0.5,s15_t2.6_a0.5_071.gff
8472,Y,2.6,0.5,s15_t2.6_a0.5_072.gff
8473,Y,2.6,0.5,s15_t2.6_a0.5_073.gff
8474,Y,2.6,0.5,s15_t2.6_a0.5_074.gff
8475,Y,2.6,0.5,s15_t2.6_a0.5_075.gff
8476,Y,2.6,0.5,s15_t2.6_a0.5_076.gff
8477,Y,2.6,0.5,s15_t2.6_a0.5_077.gff
8478,Y,2.6,0.5,s15_t2.6_a0.5_078.gff
8479,Y,2.6,0.5,s15_t2.6_a0.5_079.gff
8480,Y,2.6,0.5,s15_t2.6_a0.5_080.gff
8481,Y,2.6,0.5,s15_t2.6_a0.5_081.gff
8482,Y,2.6,0.5,s15_t2.6_a0.5_082.gff
8483,Y,2.6,0.5,s15_t2.6_a0.5_083.gff
8484,Y,2.6,0.5,s15_t2.6_a0.5_084.gff
8485,Y,2.6,0.5,s15_t2.6_a0.5_085.gff
8486,Y,2.6,0.5,s15_t2.6_a0.5_086.gff
8487,Y,2.6,0.5,s15_t2.6_a0.5_087.gff
8488,Y,2.6,0.5,s15_t2.6_a0.5_088.gff
8489,Y,2.6,0.5,s15_t2.6_a0.5_089.gff
8490,Y,2.6,0.5,s15_t2.6_a0.5_090.gff
8491,Y,2.6,0.5,s15_t2.6_a0.5_091.gff
8492,Y,2.6,0.5,s15_t2.6_a0.5_092.gff
8493,Y,2.6,0.5,s15_t2.6_a0.5_093.gff
8494,Y,2.6,0.5,s15_t2.6_a0.5_094.gff
8495,Y,2.6,0.5,s15_t2.6_a0.5_095.gff
8496,Y,2.6,0.5,s15_t2.6_a0.5_096.gff
8497,Y,2.6,0.5,s15_t2.6_a0.5_097.gff
8498,Y,2.6,0.5,s15_t2.6_a0.5_098.gff
8499,Y,2.6,0.5,s15_t2.6_a0.5_099.gff
8500,Y,2.6,0.5,s15_t2.6_a0.5_100.gff
8501,Y,2.6,0.6,s15_t2.6_a0.6_001.gff
8502,Y,2.6,0.6,s15_t2.6_a0.6_002.gff
8503,Y,2.6,0.6,s15_t2.6_a0.6_003.gff
8504,Y,2.6,0.6,s15_t2.6_a0.6_004.gff
8505,Y,2.6,0.6,s15_t2.6_a0.6_005.gff
8506,Y,2.6,0.6,s15_t2.6_a0.6_006.gff
8507,Y,2.6,0.6,s15_t2.6_a0.6_007.gff
8508,Y,2.6,0.6,s15_t2.6_a0.6_008.gff
8509,Y,2.6,0.6,s15_t2.6_a0.6_009.gff
8510,Y,2.6,0.6,s15_t2.6_a0.6_010.gff
8511,Y,2.6,0.6,s15_t2.6_a0.6_011.gff
8512,Y,2.6,0.6,s15_t2.6_a0.6_012.gff
8513,Y,2.6,0.6,s15_t2.6_a0.6_013.gff
8514,Y,2.6,0.6,s15_t2.6_a0.6_014.gff
8515,Y,2.6,0.6,s15_t2.6_a0.6_015.gff
8516,Y,2.6,0.6,s15_t2.6_a0.6_016.gff
8517,Y,2.6,0.6,s15_t2.6_a0.6_017.gff
8518,Y,2.6,0.6,s15_t2.6_a0.6_018.gff
8519,Y,2.6,0.6,s15_t2.6_a0.6_019.gff
8520,Y,2.6,0.6,s15_t2.6_a0.6_020.gff
8521,Y,2.6,0.6,s15_t2.6_a0.6_021.gff
8522,Y,2.6,0.6,s15_t2.6_a0.6_022.gff
8523,Y,2.6,0.6,s15_t2.6_a0.6_023.gff
8524,Y,2.6,0.6,s15_t2.6_a0.6_024.gff
8525,Y,2.6,0.6,s15_t2.6_a0.6_025.gff
8526,Y,2.6,0.6,s15_t2.6_a0.6_026.gff
8527,Y,2.6,0.6,s15_t2.6_a0.6_027.gff
8528,Y,2.6,0.6,s15_t2.6_a0.6_028.gff
8529,Y,2.6,0.6,s15_t2.6_a0.6_029.gff
8530,Y,2.6,0.6,s15_t2.6_a0.6_030.gff
8531,N,2.6,0.6,s15_t2.6_a0.6_031.gff
8532,Y,2.6,0.6,s15_t2.6_a0.6_032.gff
8533,Y,2.6,0.6,s15_t2.6_a0.6_033.gff
8534,Y,2.6,0.6,s15_t2.6_a0.6_034.gff
8535,Y,2.6,0.6,s15_t2.6_a0.6_035.gff
8536,Y,2.6,0.6,s15_t2.6_a0.6_036.gff
8537,Y,2.6,0.6,s15_t2.6_a0.6_037.gff
8538,Y,2.6,0.6,s15_t2.6_a0.6_038.gff
8539,Y,2.6,0.6,s15_t2.6_a0.6_039.gff
8540,Y,2.6,0.6,s15_t2.6_a0.6_040.gff
8541,Y,2.6,0.6,s15_t2.6_a0.6_041.gff
8542,Y,2.6,0.6,s15_t2.6_a0.6_042.gff
8543,Y,2.6,0.6,s15_t2.6_a0.6_043.gff
8544,Y,2.6,0.6,s15_t2.6_a0.6_044.gff
8545,Y,2.6,0.6,s15_t2.6_a0.6_045.gff
8546,Y,2.6,0.6,s15_t2.6_a0.6_046.gff
8547,Y,2.6,0.6,s15_t2.6_a0.6_047.gff
8548,Y,2.6,0.6,s15_t2.6_a0.6_048.gff
8549,Y,2.6,0.6,s15_t2.6_a0.6_049.gff
8550,Y,2.6,0.6,s15_t2.6_a0.6_050.gff
8551,Y,2.6,0.6,s15_t2.6_a0.6_051.gff
8552,Y,2.6,0.6,s15_t2.6_a0.6_052.gff
8553,Y,2.6,0.6,s15_t2.6_a0.6_053.gff
8554,Y,2.6,0.6,s15_t2.6_a0.6_054.gff
8555,Y,2.6,0.6,s15_t2.6_a0.6_055.gff
8556,Y,2.6,0.6,s15_t2.6_a0.6_056.gff
8557,Y,2.6,0.6,s15_t2.6_a0.6_057.gff
8558,Y,2.6,0.6,s15_t2.6_a0.6_058.gff
8559,Y,2.6,0.6,s15_t2.6_a0.6_059.gff
8560,Y,2.6,0.6,s15_t2.6_a0.6_060.gff
8561,Y,2.6,0.6,s15_t2.6_a0.6_061.gff
8562,Y,2.6,0.6,s15_t2.6_a0.6_062.gff
8563,Y,2.6,0.6,s15_t2.6_a0.6_063.gff
8564,Y,2.6,0.6,s15_t2.6_a0.6_064.gff
8565,Y,2.6,0.6,s15_t2.6_a0.6_065.gff
8566,Y,2.6,0.6,s15_t2.6_a0.6_066.gff
8567,Y,2.6,0.6,s15_t2.6_a0.6_067.gff
8568,Y,2.6,0.6,s15_t2.6_a0.6_068.gff
8569,Y,2.6,0.6,s15_t2.6_a0.6_069.gff
8570,Y,2.6,0.6,s15_t2.6_a0.6_070.gff
8571,Y,2.6,0.6,s15_t2.6_a0.6_071.gff
8572,Y,2.6,0.6,s15_t2.6_a0.6_072.gff
8573,Y,2.6,0.6,s15_t2.6_a0.6_073.gff
8574,Y,2.6,0.6,s15_t2.6_a0.6_074.gff
8575,Y,2.6,0.6,s15_t2.6_a0.6_075.gff
8576,Y,2.6,0.6,s15_t2.6_a0.6_076.gff
8577,Y,2.6,0.6,s15_t2.6_a0.6_077.gff
8578,Y,2.6,0.6,s15_t2.6_a0.6_078.gff
8579,Y,2.6,0.6,s15_t2.6_a0.6_079.gff
8580,Y,2.6,0.6,s15_t2.6_a0.6_080.gff
8581,Y,2.6,0.6,s15_t2.6_a0.6_081.gff
8582,Y,2.6,0.6,s15_t2.6_a0.6_082.gff
8583,Y,2.6,0.6,s15_t2.6_a0.6_083.gff
8584,Y,2.6,0.6,s15_t2.6_a0.6_084.gff
8585,Y,2.6,0.6,s15_t2.6_a0.6_085.gff
8586,Y,2.6,0.6,s15_t2.6_a0.6_086.gff
8587,Y,2.6,0.6,s15_t2.6_a0.6_087.gff
8588,Y,2.6,0.6,s15_t2.6_a0.6_088.gff
8589,Y,2.6,0.6,s15_t2.6_a0.6_089.gff
8590,Y,2.6,0.6,s15_t2.6_a0.6_090.gff
8591,Y,2.6,0.6,s15_t2.6_a0.6_091.gff
8592,N,2.6,0.6,s15_t2.6_a0.6_092.gff
8593,Y,2.6,0.6,s15_t2.6_a0.6_093.gff
8594,N,2.6,0.6,s15_t2.6_a0.6_094.gff
8595,Y,2.6,0.6,s15_t2.6_a0.6_095.gff
8596,Y,2.6,0.6,s15_t2.6_a0.6_096.gff
8597,Y,2.6,0.6,s15_t2.6_a0.6_097.gff
8598,Y,2.6,0.6,s15_t2.6_a0.6_098.gff
8599,Y,2.6,0.6,s15_t2.6_a0.6_099.gff
8600,Y,2.6,0.6,s15_t2.6_a0.6_100.gff
8601,Y,2.6,0.7,s15_t2.6_a0.7_001.gff
8602,Y,2.6,0.7,s15_t2.6_a0.7_002.gff
8603,Y,2.6,0.7,s15_t2.6_a0.7_003.gff
8604,N,2.6,0.7,s15_t2.6_a0.7_004.gff
8605,Y,2.6,0.7,s15_t2.6_a0.7_005.gff
8606,Y,2.6,0.7,s15_t2.6_a0.7_006.gff
8607,Y,2.6,0.7,s15_t2.6_a0.7_007.gff
8608,Y,2.6,0.7,s15_t2.6_a0.7_008.gff
8609,Y,2.6,0.7,s15_t2.6_a0.7_009.gff
8610,Y,2.6,0.7,s15_t2.6_a0.7_010.gff
8611,Y,2.6,0.7,s15_t2.6_a0.7_011.gff
8612,Y,2.6,0.7,s15_t2.6_a0.7_012.gff
8613,Y,2.6,0.7,s15_t2.6_a0.7_013.gff
8614,Y,2.6,0.7,s15_t2.6_a0.7_014.gff
8615,Y,2.6,0.7,s15_t2.6_a0.7_015.gff
8616,Y,2.6,0.7,s15_t2.6_a0.7_016.gff
8617,Y,2.6,0.7,s15_t2.6_a0.7_017.gff
8618,Y,2.6,0.7,s15_t2.6_a0.7_018.gff
8619,Y,2.6,0.7,s15_t2.6_a0.7_019.gff
8620,Y,2.6,0.7,s15_t2.6_a0.7_020.gff
8621,Y,2.6,0.7,s15_t2.6_a0.7_021.gff
8622,Y,2.6,0.7,s15_t2.6_a0.7_022.gff
8623,Y,2.6,0.7,s15_t2.6_a0.7_023.gff
8624,Y,2.6,0.7,s15_t2.6_a0.7_024.gff
8625,Y,2.6,0.7,s15_t2.6_a0.7_025.gff
8626,Y,2.6,0.7,s15_t2.6_a0.7_026.gff
8627,Y,2.6,0.7,s15_t2.6_a0.7_027.gff
8628,Y,2.6,0.7,s15_t2.6_a0.7_028.gff
8629,Y,2.6,0.7,s15_t2.6_a0.7_029.gff
8630,Y,2.6,0.7,s15_t2.6_a0.7_030.gff
8631,Y,2.6,0.7,s15_t2.6_a0.7_031.gff
8632,Y,2.6,0.7,s15_t2.6_a0.7_032.gff
8633,Y,2.6,0.7,s15_t2.6_a0.7_033.gff
8634,Y,2.6,0.7,s15_t2.6_a0.7_034.gff
8635,Y,2.6,0.7,s15_t2.6_a0.7_035.gff
8636,Y,2.6,0.7,s15_t2.6_a0.7_036.gff
8637,Y,2.6,0.7,s15_t2.6_a0.7_037.gff
8638,Y,2.6,0.7,s15_t2.6_a0.7_038.gff
8639,Y,2.6,0.7,s15_t2.6_a0.7_039.gff
8640,Y,2.6,0.7,s15_t2.6_a0.7_040.gff
8641,Y,2.6,0.7,s15_t2.6_a0.7_041.gff
8642,Y,2.6,0.7,s15_t2.6_a0.7_042.gff
8643,Y,2.6,0.7,s15_t2.6_a0.7_043.gff
8644,Y,2.6,0.7,s15_t2.6_a0.7_044.gff
8645,Y,2.6,0.7,s15_t2.6_a0.7_045.gff
8646,Y,2.6,0.7,s15_t2.6_a0.7_046.gff
8647,Y,2.6,0.7,s15_t2.6_a0.7_047.gff
8648,Y,2.6,0.7,s15_t2.6_a0.7_048.gff
8649,Y,2.6,0.7,s15_t2.6_a0.7_049.gff
8650,Y,2.6,0.7,s15_t2.6_a0.7_050.gff
8651,Y,2.6,0.7,s15_t2.6_a0.7_051.gff
8652,Y,2.6,0.7,s15_t2.6_a0.7_052.gff
8653,Y,2.6,0.7,s15_t2.6_a0.7_053.gff
8654,Y,2.6,0.7,s15_t2.6_a0.7_054.gff
8655,Y,2.6,0.7,s15_t2.6_a0.7_055.gff
8656,Y,2.6,0.7,s15_t2.6_a0.7_056.gff
8657,Y,2.6,0.7,s15_t2.6_a0.7_057.gff
8658,Y,2.6,0.7,s15_t2.6_a0.7_058.gff
8659,Y,2.6,0.7,s15_t2.6_a0.7_059.gff
8660,Y,2.6,0.7,s15_t2.6_a0.7_060.gff
8661,Y,2.6,0.7,s15_t2.6_a0.7_061.gff
8662,Y,2.6,0.7,s15_t2.6_a0.7_062.gff
8663,Y,2.6,0.7,s15_t2.6_a0.7_063.gff
8664,Y,2.6,0.7,s15_t2.6_a0.7_064.gff
8665,Y,2.6,0.7,s15_t2.6_a0.7_065.gff
8666,Y,2.6,0.7,s15_t2.6_a0.7_066.gff
8667,Y,2.6,0.7,s15_t2.6_a0.7_067.gff
8668,Y,2.6,0.7,s15_t2.6_a0.7_068.gff
8669,Y,2.6,0.7,s15_t2.6_a0.7_069.gff
8670,Y,2.6,0.7,s15_t2.6_a0.7_070.gff
8671,Y,2.6,0.7,s15_t2.6_a0.7_071.gff
8672,Y,2.6,0.7,s15_t2.6_a0.7_072.gff
8673,Y,2.6,0.7,s15_t2.6_a0.7_073.gff
8674,Y,2.6,0.7,s15_t2.6_a0.7_074.gff
8675,Y,2.6,0.7,s15_t2.6_a0.7_075.gff
8676,Y,2.6,0.7,s15_t2.6_a0.7_076.gff
8677,Y,2.6,0.7,s15_t2.6_a0.7_077.gff
8678,Y,2.6,0.7,s15_t2.6_a0.7_078.gff
8679,Y,2.6,0.7,s15_t2.6_a0.7_079.gff
8680,Y,2.6,0.7,s15_t2.6_a0.7_080.gff
8681,Y,2.6,0.7,s15_t2.6_a0.7_081.gff
8682,Y,2.6,0.7,s15_t2.6_a0.7_082.gff
8683,Y,2.6,0.7,s15_t2.6_a0.7_083.gff
8684,Y,2.6,0.7,s15_t2.6_a0.7_084.gff
8685,Y,2.6,0.7,s15_t2.6_a0.7_085.gff
8686,Y,2.6,0.7,s15_t2.6_a0.7_086.gff
8687,Y,2.6,0.7,s15_t2.6_a0.7_087.gff
8688,Y,2.6,0.7,s15_t2.6_a0.7_088.gff
8689,Y,2.6,0.7,s15_t2.6_a0.7_089.gff
8690,N,2.6,0.7,s15_t2.6_a0.7_090.gff
8691,Y,2.6,0.7,s15_t2.6_a0.7_091.gff
8692,Y,2.6,0.7,s15_t2.6_a0.7_092.gff
8693,Y,2.6,0.7,s15_t2.6_a0.7_093.gff
8694,Y,2.6,0.7,s15_t2.6_a0.7_094.gff
8695,Y,2.6,0.7,s15_t2.6_a0.7_095.gff
8696,Y,2.6,0.7,s15_t2.6_a0.7_096.gff
8697,Y,2.6,0.7,s15_t2.6_a0.7_097.gff
8698,Y,2.6,0.7,s15_t2.6_a0.7_098.gff
8699,Y,2.6,0.7,s15_t2.6_a0.7_099.gff
8700,Y,2.6,0.7,s15_t2.6_a0.7_100.gff
8701,Y,2.6,0.8,s15_t2.6_a0.8_001.gff
8702,Y,2.6,0.8,s15_t2.6_a0.8_002.gff
8703,Y,2.6,0.8,s15_t2.6_a0.8_003.gff
8704,N,2.6,0.8,s15_t2.6_a0.8_004.gff
8705,Y,2.6,0.8,s15_t2.6_a0.8_005.gff
8706,Y,2.6,0.8,s15_t2.6_a0.8_006.gff
8707,Y,2.6,0.8,s15_t2.6_a0.8_007.gff
8708,Y,2.6,0.8,s15_t2.6_a0.8_008.gff
8709,Y,2.6,0.8,s15_t2.6_a0.8_009.gff
8710,Y,2.6,0.8,s15_t2.6_a0.8_010.gff
8711,Y,2.6,0.8,s15_t2.6_a0.8_011.gff
8712,Y,2.6,0.8,s15_t2.6_a0.8_012.gff
8713,Y,2.6,0.8,s15_t2.6_a0.8_013.gff
8714,Y,2.6,0.8,s15_t2.6_a0.8_014.gff
8715,Y,2.6,0.8,s15_t2.6_a0.8_015.gff
8716,Y,2.6,0.8,s15_t2.6_a0.8_016.gff
8717,Y,2.6,0.8,s15_t2.6_a0.8_017.gff
8718,Y,2.6,0.8,s15_t2.6_a0.8_018.gff
8719,Y,2.6,0.8,s15_t2.6_a0.8_019.gff
8720,Y,2.6,0.8,s15_t2.6_a0.8_020.gff
8721,Y,2.6,0.8,s15_t2.6_a0.8_021.gff
8722,Y,2.6,0.8,s15_t2.6_a0.8_022.gff
8723,Y,2.6,0.8,s15_t2.6_a0.8_023.gff
8724,Y,2.6,0.8,s15_t2.6_a0.8_024.gff
8725,Y,2.6,0.8,s15_t2.6_a0.8_025.gff
8726,N,2.6,0.8,s15_t2.6_a0.8_026.gff
8727,Y,2.6,0.8,s15_t2.6_a0.8_027.gff
8728,Y,2.6,0.8,s15_t2.6_a0.8_028.gff
8729,Y,2.6,0.8,s15_t2.6_a0.8_029.gff
8730,Y,2.6,0.8,s15_t2.6_a0.8_030.gff
8731,Y,2.6,0.8,s15_t2.6_a0.8_031.gff
8732,Y,2.6,0.8,s15_t2.6_a0.8_032.gff
8733,Y,2.6,0.8,s15_t2.6_a0.8_033.gff
8734,Y,2.6,0.8,s15_t2.6_a0.8_034.gff
8735,Y,2.6,0.8,s15_t2.6_a0.8_035.gff
8736,Y,2.6,0.8,s15_t2.6_a0.8_036.gff
8737,Y,2.6,0.8,s15_t2.6_a0.8_037.gff
8738,Y,2.6,0.8,s15_t2.6_a0.8_038.gff
8739,Y,2.6,0.8,s15_t2.6_a0.8_039.gff
8740,Y,2.6,0.8,s15_t2.6_a0.8_040.gff
8741,Y,2.6,0.8,s15_t2.6_a0.8_041.gff
8742,Y,2.6,0.8,s15_t2.6_a0.8_042.gff
8743,Y,2.6,0.8,s15_t2.6_a0.8_043.gff
8744,Y,2.6,0.8,s15_t2.6_a0.8_044.gff
8745,Y,2.6,0.8,s15_t2.6_a0.8_045.gff
8746,Y,2.6,0.8,s15_t2.6_a0.8_046.gff
8747,Y,2.6,0.8,s15_t2.6_a0.8_047.gff
8748,Y,2.6,0.8,s15_t2.6_a0.8_048.gff
8749,Y,2.6,0.8,s15_t2.6_a0.8_049.gff
8750,Y,2.6,0.8,s15_t2.6_a0.8_050.gff
8751,Y,2.6,0.8,s15_t2.6_a0.8_051.gff
8752,N,2.6,0.8,s15_t2.6_a0.8_052.gff
8753,Y,2.6,0.8,s15_t2.6_a0.8_053.gff
