# Starting date:             2015-06-11 14:58:00
# Cluster job name:          emptiness
# Cluster job ID:            9858387
# Cluster node:              hnode02
# Cluster queue:             mpi.q
# GOAL command:              emptiness 
# Input data:                goal.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        No timeout
id,empty,dt,da,file
8081,N,2.6,0.1,s15_t2.6_a0.1_081.gff
8082,N,2.6,0.1,s15_t2.6_a0.1_082.gff
8083,N,2.6,0.1,s15_t2.6_a0.1_083.gff
8084,N,2.6,0.1,s15_t2.6_a0.1_084.gff
8085,N,2.6,0.1,s15_t2.6_a0.1_085.gff
8086,N,2.6,0.1,s15_t2.6_a0.1_086.gff
8087,N,2.6,0.1,s15_t2.6_a0.1_087.gff
8088,N,2.6,0.1,s15_t2.6_a0.1_088.gff
8089,N,2.6,0.1,s15_t2.6_a0.1_089.gff
8090,N,2.6,0.1,s15_t2.6_a0.1_090.gff
8091,N,2.6,0.1,s15_t2.6_a0.1_091.gff
8092,N,2.6,0.1,s15_t2.6_a0.1_092.gff
8093,N,2.6,0.1,s15_t2.6_a0.1_093.gff
8094,N,2.6,0.1,s15_t2.6_a0.1_094.gff
8095,N,2.6,0.1,s15_t2.6_a0.1_095.gff
8096,N,2.6,0.1,s15_t2.6_a0.1_096.gff
8097,N,2.6,0.1,s15_t2.6_a0.1_097.gff
8098,N,2.6,0.1,s15_t2.6_a0.1_098.gff
8099,N,2.6,0.1,s15_t2.6_a0.1_099.gff
8100,N,2.6,0.1,s15_t2.6_a0.1_100.gff
8101,N,2.6,0.2,s15_t2.6_a0.2_001.gff
8102,N,2.6,0.2,s15_t2.6_a0.2_002.gff
8103,N,2.6,0.2,s15_t2.6_a0.2_003.gff
8104,N,2.6,0.2,s15_t2.6_a0.2_004.gff
8105,N,2.6,0.2,s15_t2.6_a0.2_005.gff
8106,N,2.6,0.2,s15_t2.6_a0.2_006.gff
8107,N,2.6,0.2,s15_t2.6_a0.2_007.gff
8108,N,2.6,0.2,s15_t2.6_a0.2_008.gff
8109,N,2.6,0.2,s15_t2.6_a0.2_009.gff
8110,N,2.6,0.2,s15_t2.6_a0.2_010.gff
8111,N,2.6,0.2,s15_t2.6_a0.2_011.gff
8112,N,2.6,0.2,s15_t2.6_a0.2_012.gff
8113,N,2.6,0.2,s15_t2.6_a0.2_013.gff
8114,N,2.6,0.2,s15_t2.6_a0.2_014.gff
8115,N,2.6,0.2,s15_t2.6_a0.2_015.gff
8116,N,2.6,0.2,s15_t2.6_a0.2_016.gff
8117,N,2.6,0.2,s15_t2.6_a0.2_017.gff
8118,N,2.6,0.2,s15_t2.6_a0.2_018.gff
8119,N,2.6,0.2,s15_t2.6_a0.2_019.gff
8120,N,2.6,0.2,s15_t2.6_a0.2_020.gff
8121,N,2.6,0.2,s15_t2.6_a0.2_021.gff
8122,N,2.6,0.2,s15_t2.6_a0.2_022.gff
8123,N,2.6,0.2,s15_t2.6_a0.2_023.gff
8124,N,2.6,0.2,s15_t2.6_a0.2_024.gff
8125,N,2.6,0.2,s15_t2.6_a0.2_025.gff
8126,N,2.6,0.2,s15_t2.6_a0.2_026.gff
8127,N,2.6,0.2,s15_t2.6_a0.2_027.gff
8128,N,2.6,0.2,s15_t2.6_a0.2_028.gff
8129,N,2.6,0.2,s15_t2.6_a0.2_029.gff
8130,N,2.6,0.2,s15_t2.6_a0.2_030.gff
8131,N,2.6,0.2,s15_t2.6_a0.2_031.gff
8132,N,2.6,0.2,s15_t2.6_a0.2_032.gff
8133,N,2.6,0.2,s15_t2.6_a0.2_033.gff
8134,N,2.6,0.2,s15_t2.6_a0.2_034.gff
8135,N,2.6,0.2,s15_t2.6_a0.2_035.gff
8136,N,2.6,0.2,s15_t2.6_a0.2_036.gff
8137,N,2.6,0.2,s15_t2.6_a0.2_037.gff
8138,N,2.6,0.2,s15_t2.6_a0.2_038.gff
8139,N,2.6,0.2,s15_t2.6_a0.2_039.gff
8140,N,2.6,0.2,s15_t2.6_a0.2_040.gff
8141,N,2.6,0.2,s15_t2.6_a0.2_041.gff
8142,N,2.6,0.2,s15_t2.6_a0.2_042.gff
8143,N,2.6,0.2,s15_t2.6_a0.2_043.gff
8144,N,2.6,0.2,s15_t2.6_a0.2_044.gff
8145,N,2.6,0.2,s15_t2.6_a0.2_045.gff
8146,N,2.6,0.2,s15_t2.6_a0.2_046.gff
8147,N,2.6,0.2,s15_t2.6_a0.2_047.gff
8148,N,2.6,0.2,s15_t2.6_a0.2_048.gff
8149,N,2.6,0.2,s15_t2.6_a0.2_049.gff
8150,N,2.6,0.2,s15_t2.6_a0.2_050.gff
8151,N,2.6,0.2,s15_t2.6_a0.2_051.gff
8152,N,2.6,0.2,s15_t2.6_a0.2_052.gff
8153,N,2.6,0.2,s15_t2.6_a0.2_053.gff
8154,N,2.6,0.2,s15_t2.6_a0.2_054.gff
8155,N,2.6,0.2,s15_t2.6_a0.2_055.gff
8156,N,2.6,0.2,s15_t2.6_a0.2_056.gff
8157,N,2.6,0.2,s15_t2.6_a0.2_057.gff
8158,N,2.6,0.2,s15_t2.6_a0.2_058.gff
8159,N,2.6,0.2,s15_t2.6_a0.2_059.gff
8160,N,2.6,0.2,s15_t2.6_a0.2_060.gff
8161,N,2.6,0.2,s15_t2.6_a0.2_061.gff
8162,N,2.6,0.2,s15_t2.6_a0.2_062.gff
8163,N,2.6,0.2,s15_t2.6_a0.2_063.gff
8164,N,2.6,0.2,s15_t2.6_a0.2_064.gff
8165,N,2.6,0.2,s15_t2.6_a0.2_065.gff
8166,N,2.6,0.2,s15_t2.6_a0.2_066.gff
8167,N,2.6,0.2,s15_t2.6_a0.2_067.gff
8168,N,2.6,0.2,s15_t2.6_a0.2_068.gff
8169,N,2.6,0.2,s15_t2.6_a0.2_069.gff
8170,N,2.6,0.2,s15_t2.6_a0.2_070.gff
8171,N,2.6,0.2,s15_t2.6_a0.2_071.gff
8172,N,2.6,0.2,s15_t2.6_a0.2_072.gff
8173,N,2.6,0.2,s15_t2.6_a0.2_073.gff
8174,N,2.6,0.2,s15_t2.6_a0.2_074.gff
8175,N,2.6,0.2,s15_t2.6_a0.2_075.gff
8176,N,2.6,0.2,s15_t2.6_a0.2_076.gff
8177,N,2.6,0.2,s15_t2.6_a0.2_077.gff
8178,N,2.6,0.2,s15_t2.6_a0.2_078.gff
8179,N,2.6,0.2,s15_t2.6_a0.2_079.gff
8180,N,2.6,0.2,s15_t2.6_a0.2_080.gff
8181,N,2.6,0.2,s15_t2.6_a0.2_081.gff
8182,N,2.6,0.2,s15_t2.6_a0.2_082.gff
8183,N,2.6,0.2,s15_t2.6_a0.2_083.gff
8184,N,2.6,0.2,s15_t2.6_a0.2_084.gff
8185,N,2.6,0.2,s15_t2.6_a0.2_085.gff
8186,N,2.6,0.2,s15_t2.6_a0.2_086.gff
8187,N,2.6,0.2,s15_t2.6_a0.2_087.gff
8188,N,2.6,0.2,s15_t2.6_a0.2_088.gff
8189,N,2.6,0.2,s15_t2.6_a0.2_089.gff
8190,N,2.6,0.2,s15_t2.6_a0.2_090.gff
8191,N,2.6,0.2,s15_t2.6_a0.2_091.gff
8192,N,2.6,0.2,s15_t2.6_a0.2_092.gff
8193,N,2.6,0.2,s15_t2.6_a0.2_093.gff
8194,N,2.6,0.2,s15_t2.6_a0.2_094.gff
8195,N,2.6,0.2,s15_t2.6_a0.2_095.gff
8196,N,2.6,0.2,s15_t2.6_a0.2_096.gff
8197,N,2.6,0.2,s15_t2.6_a0.2_097.gff
8198,N,2.6,0.2,s15_t2.6_a0.2_098.gff
8199,N,2.6,0.2,s15_t2.6_a0.2_099.gff
8200,N,2.6,0.2,s15_t2.6_a0.2_100.gff
8201,N,2.6,0.3,s15_t2.6_a0.3_001.gff
8202,N,2.6,0.3,s15_t2.6_a0.3_002.gff
8203,N,2.6,0.3,s15_t2.6_a0.3_003.gff
8204,N,2.6,0.3,s15_t2.6_a0.3_004.gff
8205,N,2.6,0.3,s15_t2.6_a0.3_005.gff
8206,N,2.6,0.3,s15_t2.6_a0.3_006.gff
8207,N,2.6,0.3,s15_t2.6_a0.3_007.gff
8208,N,2.6,0.3,s15_t2.6_a0.3_008.gff
8209,N,2.6,0.3,s15_t2.6_a0.3_009.gff
8210,N,2.6,0.3,s15_t2.6_a0.3_010.gff
8211,N,2.6,0.3,s15_t2.6_a0.3_011.gff
8212,N,2.6,0.3,s15_t2.6_a0.3_012.gff
8213,N,2.6,0.3,s15_t2.6_a0.3_013.gff
8214,N,2.6,0.3,s15_t2.6_a0.3_014.gff
8215,N,2.6,0.3,s15_t2.6_a0.3_015.gff
8216,N,2.6,0.3,s15_t2.6_a0.3_016.gff
8217,N,2.6,0.3,s15_t2.6_a0.3_017.gff
8218,N,2.6,0.3,s15_t2.6_a0.3_018.gff
8219,N,2.6,0.3,s15_t2.6_a0.3_019.gff
8220,N,2.6,0.3,s15_t2.6_a0.3_020.gff
8221,N,2.6,0.3,s15_t2.6_a0.3_021.gff
8222,N,2.6,0.3,s15_t2.6_a0.3_022.gff
8223,N,2.6,0.3,s15_t2.6_a0.3_023.gff
8224,N,2.6,0.3,s15_t2.6_a0.3_024.gff
8225,N,2.6,0.3,s15_t2.6_a0.3_025.gff
8226,N,2.6,0.3,s15_t2.6_a0.3_026.gff
8227,N,2.6,0.3,s15_t2.6_a0.3_027.gff
8228,N,2.6,0.3,s15_t2.6_a0.3_028.gff
8229,N,2.6,0.3,s15_t2.6_a0.3_029.gff
8230,N,2.6,0.3,s15_t2.6_a0.3_030.gff
8231,N,2.6,0.3,s15_t2.6_a0.3_031.gff
8232,N,2.6,0.3,s15_t2.6_a0.3_032.gff
8233,N,2.6,0.3,s15_t2.6_a0.3_033.gff
8234,N,2.6,0.3,s15_t2.6_a0.3_034.gff
8235,N,2.6,0.3,s15_t2.6_a0.3_035.gff
8236,N,2.6,0.3,s15_t2.6_a0.3_036.gff
8237,N,2.6,0.3,s15_t2.6_a0.3_037.gff
8238,N,2.6,0.3,s15_t2.6_a0.3_038.gff
8239,N,2.6,0.3,s15_t2.6_a0.3_039.gff
8240,N,2.6,0.3,s15_t2.6_a0.3_040.gff
8241,N,2.6,0.3,s15_t2.6_a0.3_041.gff
8242,N,2.6,0.3,s15_t2.6_a0.3_042.gff
8243,N,2.6,0.3,s15_t2.6_a0.3_043.gff
8244,N,2.6,0.3,s15_t2.6_a0.3_044.gff
8245,N,2.6,0.3,s15_t2.6_a0.3_045.gff
8246,N,2.6,0.3,s15_t2.6_a0.3_046.gff
8247,N,2.6,0.3,s15_t2.6_a0.3_047.gff
8248,N,2.6,0.3,s15_t2.6_a0.3_048.gff
8249,N,2.6,0.3,s15_t2.6_a0.3_049.gff
8250,N,2.6,0.3,s15_t2.6_a0.3_050.gff
8251,N,2.6,0.3,s15_t2.6_a0.3_051.gff
8252,N,2.6,0.3,s15_t2.6_a0.3_052.gff
8253,N,2.6,0.3,s15_t2.6_a0.3_053.gff
8254,N,2.6,0.3,s15_t2.6_a0.3_054.gff
8255,N,2.6,0.3,s15_t2.6_a0.3_055.gff
8256,N,2.6,0.3,s15_t2.6_a0.3_056.gff
8257,N,2.6,0.3,s15_t2.6_a0.3_057.gff
8258,N,2.6,0.3,s15_t2.6_a0.3_058.gff
8259,N,2.6,0.3,s15_t2.6_a0.3_059.gff
8260,N,2.6,0.3,s15_t2.6_a0.3_060.gff
8261,N,2.6,0.3,s15_t2.6_a0.3_061.gff
8262,N,2.6,0.3,s15_t2.6_a0.3_062.gff
8263,N,2.6,0.3,s15_t2.6_a0.3_063.gff
8264,N,2.6,0.3,s15_t2.6_a0.3_064.gff
8265,N,2.6,0.3,s15_t2.6_a0.3_065.gff
8266,N,2.6,0.3,s15_t2.6_a0.3_066.gff
8267,N,2.6,0.3,s15_t2.6_a0.3_067.gff
8268,N,2.6,0.3,s15_t2.6_a0.3_068.gff
8269,N,2.6,0.3,s15_t2.6_a0.3_069.gff
8270,N,2.6,0.3,s15_t2.6_a0.3_070.gff
8271,N,2.6,0.3,s15_t2.6_a0.3_071.gff
8272,N,2.6,0.3,s15_t2.6_a0.3_072.gff
8273,N,2.6,0.3,s15_t2.6_a0.3_073.gff
8274,N,2.6,0.3,s15_t2.6_a0.3_074.gff
8275,N,2.6,0.3,s15_t2.6_a0.3_075.gff
8276,N,2.6,0.3,s15_t2.6_a0.3_076.gff
8277,N,2.6,0.3,s15_t2.6_a0.3_077.gff
8278,N,2.6,0.3,s15_t2.6_a0.3_078.gff
8279,N,2.6,0.3,s15_t2.6_a0.3_079.gff
8280,N,2.6,0.3,s15_t2.6_a0.3_080.gff
8281,N,2.6,0.3,s15_t2.6_a0.3_081.gff
8282,N,2.6,0.3,s15_t2.6_a0.3_082.gff
8283,N,2.6,0.3,s15_t2.6_a0.3_083.gff
8284,N,2.6,0.3,s15_t2.6_a0.3_084.gff
8285,N,2.6,0.3,s15_t2.6_a0.3_085.gff
8286,N,2.6,0.3,s15_t2.6_a0.3_086.gff
8287,N,2.6,0.3,s15_t2.6_a0.3_087.gff
8288,N,2.6,0.3,s15_t2.6_a0.3_088.gff
8289,N,2.6,0.3,s15_t2.6_a0.3_089.gff
8290,N,2.6,0.3,s15_t2.6_a0.3_090.gff
8291,N,2.6,0.3,s15_t2.6_a0.3_091.gff
8292,N,2.6,0.3,s15_t2.6_a0.3_092.gff
8293,N,2.6,0.3,s15_t2.6_a0.3_093.gff
8294,N,2.6,0.3,s15_t2.6_a0.3_094.gff
8295,N,2.6,0.3,s15_t2.6_a0.3_095.gff
8296,N,2.6,0.3,s15_t2.6_a0.3_096.gff
8297,N,2.6,0.3,s15_t2.6_a0.3_097.gff
8298,N,2.6,0.3,s15_t2.6_a0.3_098.gff
8299,N,2.6,0.3,s15_t2.6_a0.3_099.gff
8300,N,2.6,0.3,s15_t2.6_a0.3_100.gff
8301,N,2.6,0.4,s15_t2.6_a0.4_001.gff
8302,N,2.6,0.4,s15_t2.6_a0.4_002.gff
8303,N,2.6,0.4,s15_t2.6_a0.4_003.gff
8304,N,2.6,0.4,s15_t2.6_a0.4_004.gff
8305,N,2.6,0.4,s15_t2.6_a0.4_005.gff
8306,N,2.6,0.4,s15_t2.6_a0.4_006.gff
8307,N,2.6,0.4,s15_t2.6_a0.4_007.gff
8308,N,2.6,0.4,s15_t2.6_a0.4_008.gff
8309,N,2.6,0.4,s15_t2.6_a0.4_009.gff
8310,N,2.6,0.4,s15_t2.6_a0.4_010.gff
8311,N,2.6,0.4,s15_t2.6_a0.4_011.gff
8312,N,2.6,0.4,s15_t2.6_a0.4_012.gff
8313,N,2.6,0.4,s15_t2.6_a0.4_013.gff
8314,N,2.6,0.4,s15_t2.6_a0.4_014.gff
8315,N,2.6,0.4,s15_t2.6_a0.4_015.gff
8316,N,2.6,0.4,s15_t2.6_a0.4_016.gff
8317,N,2.6,0.4,s15_t2.6_a0.4_017.gff
8318,N,2.6,0.4,s15_t2.6_a0.4_018.gff
8319,N,2.6,0.4,s15_t2.6_a0.4_019.gff
8320,N,2.6,0.4,s15_t2.6_a0.4_020.gff
8321,N,2.6,0.4,s15_t2.6_a0.4_021.gff
8322,N,2.6,0.4,s15_t2.6_a0.4_022.gff
8323,N,2.6,0.4,s15_t2.6_a0.4_023.gff
8324,N,2.6,0.4,s15_t2.6_a0.4_024.gff
8325,N,2.6,0.4,s15_t2.6_a0.4_025.gff
8326,N,2.6,0.4,s15_t2.6_a0.4_026.gff
8327,N,2.6,0.4,s15_t2.6_a0.4_027.gff
8328,N,2.6,0.4,s15_t2.6_a0.4_028.gff
8329,N,2.6,0.4,s15_t2.6_a0.4_029.gff
8330,N,2.6,0.4,s15_t2.6_a0.4_030.gff
8331,N,2.6,0.4,s15_t2.6_a0.4_031.gff
8332,N,2.6,0.4,s15_t2.6_a0.4_032.gff
8333,N,2.6,0.4,s15_t2.6_a0.4_033.gff
8334,N,2.6,0.4,s15_t2.6_a0.4_034.gff
8335,N,2.6,0.4,s15_t2.6_a0.4_035.gff
8336,N,2.6,0.4,s15_t2.6_a0.4_036.gff
8337,N,2.6,0.4,s15_t2.6_a0.4_037.gff
8338,N,2.6,0.4,s15_t2.6_a0.4_038.gff
8339,N,2.6,0.4,s15_t2.6_a0.4_039.gff
8340,N,2.6,0.4,s15_t2.6_a0.4_040.gff
8341,N,2.6,0.4,s15_t2.6_a0.4_041.gff
8342,N,2.6,0.4,s15_t2.6_a0.4_042.gff
8343,N,2.6,0.4,s15_t2.6_a0.4_043.gff
8344,N,2.6,0.4,s15_t2.6_a0.4_044.gff
8345,N,2.6,0.4,s15_t2.6_a0.4_045.gff
8346,N,2.6,0.4,s15_t2.6_a0.4_046.gff
8347,N,2.6,0.4,s15_t2.6_a0.4_047.gff
8348,N,2.6,0.4,s15_t2.6_a0.4_048.gff
8349,N,2.6,0.4,s15_t2.6_a0.4_049.gff
8350,N,2.6,0.4,s15_t2.6_a0.4_050.gff
8351,N,2.6,0.4,s15_t2.6_a0.4_051.gff
8352,N,2.6,0.4,s15_t2.6_a0.4_052.gff
8353,N,2.6,0.4,s15_t2.6_a0.4_053.gff
8354,N,2.6,0.4,s15_t2.6_a0.4_054.gff
8355,N,2.6,0.4,s15_t2.6_a0.4_055.gff
8356,N,2.6,0.4,s15_t2.6_a0.4_056.gff
8357,N,2.6,0.4,s15_t2.6_a0.4_057.gff
8358,N,2.6,0.4,s15_t2.6_a0.4_058.gff
8359,N,2.6,0.4,s15_t2.6_a0.4_059.gff
8360,N,2.6,0.4,s15_t2.6_a0.4_060.gff
8361,N,2.6,0.4,s15_t2.6_a0.4_061.gff
8362,N,2.6,0.4,s15_t2.6_a0.4_062.gff
8363,N,2.6,0.4,s15_t2.6_a0.4_063.gff
8364,N,2.6,0.4,s15_t2.6_a0.4_064.gff
8365,N,2.6,0.4,s15_t2.6_a0.4_065.gff
8366,N,2.6,0.4,s15_t2.6_a0.4_066.gff
8367,N,2.6,0.4,s15_t2.6_a0.4_067.gff
8368,N,2.6,0.4,s15_t2.6_a0.4_068.gff
8369,N,2.6,0.4,s15_t2.6_a0.4_069.gff
8370,N,2.6,0.4,s15_t2.6_a0.4_070.gff
8371,N,2.6,0.4,s15_t2.6_a0.4_071.gff
8372,N,2.6,0.4,s15_t2.6_a0.4_072.gff
8373,N,2.6,0.4,s15_t2.6_a0.4_073.gff
8374,N,2.6,0.4,s15_t2.6_a0.4_074.gff
8375,N,2.6,0.4,s15_t2.6_a0.4_075.gff
8376,N,2.6,0.4,s15_t2.6_a0.4_076.gff
8377,N,2.6,0.4,s15_t2.6_a0.4_077.gff
8378,N,2.6,0.4,s15_t2.6_a0.4_078.gff
8379,N,2.6,0.4,s15_t2.6_a0.4_079.gff
8380,N,2.6,0.4,s15_t2.6_a0.4_080.gff
8381,N,2.6,0.4,s15_t2.6_a0.4_081.gff
8382,N,2.6,0.4,s15_t2.6_a0.4_082.gff
8383,N,2.6,0.4,s15_t2.6_a0.4_083.gff
8384,N,2.6,0.4,s15_t2.6_a0.4_084.gff
8385,N,2.6,0.4,s15_t2.6_a0.4_085.gff
8386,N,2.6,0.4,s15_t2.6_a0.4_086.gff
8387,N,2.6,0.4,s15_t2.6_a0.4_087.gff
8388,N,2.6,0.4,s15_t2.6_a0.4_088.gff
8389,N,2.6,0.4,s15_t2.6_a0.4_089.gff
8390,N,2.6,0.4,s15_t2.6_a0.4_090.gff
8391,N,2.6,0.4,s15_t2.6_a0.4_091.gff
8392,N,2.6,0.4,s15_t2.6_a0.4_092.gff
8393,N,2.6,0.4,s15_t2.6_a0.4_093.gff
8394,N,2.6,0.4,s15_t2.6_a0.4_094.gff
8395,N,2.6,0.4,s15_t2.6_a0.4_095.gff
8396,N,2.6,0.4,s15_t2.6_a0.4_096.gff
8397,N,2.6,0.4,s15_t2.6_a0.4_097.gff
8398,N,2.6,0.4,s15_t2.6_a0.4_098.gff
8399,N,2.6,0.4,s15_t2.6_a0.4_099.gff
8400,N,2.6,0.4,s15_t2.6_a0.4_100.gff
8401,N,2.6,0.5,s15_t2.6_a0.5_001.gff
8402,N,2.6,0.5,s15_t2.6_a0.5_002.gff
8403,N,2.6,0.5,s15_t2.6_a0.5_003.gff
8404,N,2.6,0.5,s15_t2.6_a0.5_004.gff
8405,N,2.6,0.5,s15_t2.6_a0.5_005.gff
8406,N,2.6,0.5,s15_t2.6_a0.5_006.gff
8407,N,2.6,0.5,s15_t2.6_a0.5_007.gff
8408,N,2.6,0.5,s15_t2.6_a0.5_008.gff
8409,N,2.6,0.5,s15_t2.6_a0.5_009.gff
8410,N,2.6,0.5,s15_t2.6_a0.5_010.gff
8411,N,2.6,0.5,s15_t2.6_a0.5_011.gff
8412,N,2.6,0.5,s15_t2.6_a0.5_012.gff
8413,N,2.6,0.5,s15_t2.6_a0.5_013.gff
8414,N,2.6,0.5,s15_t2.6_a0.5_014.gff
8415,N,2.6,0.5,s15_t2.6_a0.5_015.gff
8416,N,2.6,0.5,s15_t2.6_a0.5_016.gff
8417,N,2.6,0.5,s15_t2.6_a0.5_017.gff
8418,N,2.6,0.5,s15_t2.6_a0.5_018.gff
8419,N,2.6,0.5,s15_t2.6_a0.5_019.gff
8420,N,2.6,0.5,s15_t2.6_a0.5_020.gff
8421,N,2.6,0.5,s15_t2.6_a0.5_021.gff
8422,N,2.6,0.5,s15_t2.6_a0.5_022.gff
8423,N,2.6,0.5,s15_t2.6_a0.5_023.gff
8424,N,2.6,0.5,s15_t2.6_a0.5_024.gff
8425,N,2.6,0.5,s15_t2.6_a0.5_025.gff
8426,N,2.6,0.5,s15_t2.6_a0.5_026.gff
8427,N,2.6,0.5,s15_t2.6_a0.5_027.gff
8428,N,2.6,0.5,s15_t2.6_a0.5_028.gff
8429,N,2.6,0.5,s15_t2.6_a0.5_029.gff
8430,N,2.6,0.5,s15_t2.6_a0.5_030.gff
8431,N,2.6,0.5,s15_t2.6_a0.5_031.gff
8432,N,2.6,0.5,s15_t2.6_a0.5_032.gff
8433,N,2.6,0.5,s15_t2.6_a0.5_033.gff
8434,N,2.6,0.5,s15_t2.6_a0.5_034.gff
8435,N,2.6,0.5,s15_t2.6_a0.5_035.gff
8436,N,2.6,0.5,s15_t2.6_a0.5_036.gff
8437,N,2.6,0.5,s15_t2.6_a0.5_037.gff
8438,N,2.6,0.5,s15_t2.6_a0.5_038.gff
8439,N,2.6,0.5,s15_t2.6_a0.5_039.gff
8440,N,2.6,0.5,s15_t2.6_a0.5_040.gff
8441,N,2.6,0.5,s15_t2.6_a0.5_041.gff
8442,N,2.6,0.5,s15_t2.6_a0.5_042.gff
8443,N,2.6,0.5,s15_t2.6_a0.5_043.gff
8444,N,2.6,0.5,s15_t2.6_a0.5_044.gff
8445,N,2.6,0.5,s15_t2.6_a0.5_045.gff
8446,N,2.6,0.5,s15_t2.6_a0.5_046.gff
8447,N,2.6,0.5,s15_t2.6_a0.5_047.gff
8448,N,2.6,0.5,s15_t2.6_a0.5_048.gff
8449,N,2.6,0.5,s15_t2.6_a0.5_049.gff
8450,N,2.6,0.5,s15_t2.6_a0.5_050.gff
8451,N,2.6,0.5,s15_t2.6_a0.5_051.gff
8452,N,2.6,0.5,s15_t2.6_a0.5_052.gff
8453,N,2.6,0.5,s15_t2.6_a0.5_053.gff
8454,N,2.6,0.5,s15_t2.6_a0.5_054.gff
8455,N,2.6,0.5,s15_t2.6_a0.5_055.gff
8456,N,2.6,0.5,s15_t2.6_a0.5_056.gff
8457,N,2.6,0.5,s15_t2.6_a0.5_057.gff
8458,N,2.6,0.5,s15_t2.6_a0.5_058.gff
8459,N,2.6,0.5,s15_t2.6_a0.5_059.gff
8460,N,2.6,0.5,s15_t2.6_a0.5_060.gff
8461,N,2.6,0.5,s15_t2.6_a0.5_061.gff
8462,N,2.6,0.5,s15_t2.6_a0.5_062.gff
8463,N,2.6,0.5,s15_t2.6_a0.5_063.gff
8464,N,2.6,0.5,s15_t2.6_a0.5_064.gff
8465,N,2.6,0.5,s15_t2.6_a0.5_065.gff
8466,N,2.6,0.5,s15_t2.6_a0.5_066.gff
8467,N,2.6,0.5,s15_t2.6_a0.5_067.gff
8468,N,2.6,0.5,s15_t2.6_a0.5_068.gff
8469,N,2.6,0.5,s15_t2.6_a0.5_069.gff
8470,N,2.6,0.5,s15_t2.6_a0.5_070.gff
8471,N,2.6,0.5,s15_t2.6_a0.5_071.gff
8472,N,2.6,0.5,s15_t2.6_a0.5_072.gff
8473,N,2.6,0.5,s15_t2.6_a0.5_073.gff
8474,N,2.6,0.5,s15_t2.6_a0.5_074.gff
8475,N,2.6,0.5,s15_t2.6_a0.5_075.gff
8476,N,2.6,0.5,s15_t2.6_a0.5_076.gff
8477,N,2.6,0.5,s15_t2.6_a0.5_077.gff
8478,N,2.6,0.5,s15_t2.6_a0.5_078.gff
8479,N,2.6,0.5,s15_t2.6_a0.5_079.gff
8480,N,2.6,0.5,s15_t2.6_a0.5_080.gff
8481,N,2.6,0.5,s15_t2.6_a0.5_081.gff
8482,N,2.6,0.5,s15_t2.6_a0.5_082.gff
8483,N,2.6,0.5,s15_t2.6_a0.5_083.gff
8484,N,2.6,0.5,s15_t2.6_a0.5_084.gff
8485,N,2.6,0.5,s15_t2.6_a0.5_085.gff
8486,N,2.6,0.5,s15_t2.6_a0.5_086.gff
8487,N,2.6,0.5,s15_t2.6_a0.5_087.gff
8488,N,2.6,0.5,s15_t2.6_a0.5_088.gff
8489,N,2.6,0.5,s15_t2.6_a0.5_089.gff
8490,N,2.6,0.5,s15_t2.6_a0.5_090.gff
8491,N,2.6,0.5,s15_t2.6_a0.5_091.gff
8492,N,2.6,0.5,s15_t2.6_a0.5_092.gff
8493,N,2.6,0.5,s15_t2.6_a0.5_093.gff
8494,N,2.6,0.5,s15_t2.6_a0.5_094.gff
8495,N,2.6,0.5,s15_t2.6_a0.5_095.gff
8496,N,2.6,0.5,s15_t2.6_a0.5_096.gff
8497,N,2.6,0.5,s15_t2.6_a0.5_097.gff
8498,N,2.6,0.5,s15_t2.6_a0.5_098.gff
8499,N,2.6,0.5,s15_t2.6_a0.5_099.gff
8500,N,2.6,0.5,s15_t2.6_a0.5_100.gff
8501,N,2.6,0.6,s15_t2.6_a0.6_001.gff
8502,N,2.6,0.6,s15_t2.6_a0.6_002.gff
8503,N,2.6,0.6,s15_t2.6_a0.6_003.gff
8504,N,2.6,0.6,s15_t2.6_a0.6_004.gff
8505,N,2.6,0.6,s15_t2.6_a0.6_005.gff
8506,N,2.6,0.6,s15_t2.6_a0.6_006.gff
8507,N,2.6,0.6,s15_t2.6_a0.6_007.gff
8508,N,2.6,0.6,s15_t2.6_a0.6_008.gff
8509,N,2.6,0.6,s15_t2.6_a0.6_009.gff
8510,N,2.6,0.6,s15_t2.6_a0.6_010.gff
8511,N,2.6,0.6,s15_t2.6_a0.6_011.gff
8512,N,2.6,0.6,s15_t2.6_a0.6_012.gff
8513,N,2.6,0.6,s15_t2.6_a0.6_013.gff
8514,N,2.6,0.6,s15_t2.6_a0.6_014.gff
8515,N,2.6,0.6,s15_t2.6_a0.6_015.gff
8516,N,2.6,0.6,s15_t2.6_a0.6_016.gff
8517,N,2.6,0.6,s15_t2.6_a0.6_017.gff
8518,N,2.6,0.6,s15_t2.6_a0.6_018.gff
8519,N,2.6,0.6,s15_t2.6_a0.6_019.gff
8520,N,2.6,0.6,s15_t2.6_a0.6_020.gff
8521,N,2.6,0.6,s15_t2.6_a0.6_021.gff
8522,N,2.6,0.6,s15_t2.6_a0.6_022.gff
8523,N,2.6,0.6,s15_t2.6_a0.6_023.gff
8524,N,2.6,0.6,s15_t2.6_a0.6_024.gff
8525,N,2.6,0.6,s15_t2.6_a0.6_025.gff
8526,N,2.6,0.6,s15_t2.6_a0.6_026.gff
